area_name,count,percent
Озерск (Калининградская область),5,0.00175
Новозавидовский,5,0.00175
Новозыбков,5,0.00175
Нюрба,5,0.00175
Хабары,5,0.00175
Ангрен,5,0.00175
Инской,5,0.00175
Дубовка,5,0.00175
Кемь,5,0.00175
Усть-Катав,5,0.00175
Уяр,5,0.00175
Сковородино,5,0.00175
Серышево,5,0.00175
Гудермес,5,0.00175
Товарково (Калужская область),5,0.00175
Нефтекумск,5,0.00175
Нижнесортымский,5,0.00175
Усть-Абакан,5,0.00175
Уральский округ,5,0.00175
Киевская область,5,0.00175
Новопавловск,5,0.00175
Новосибирская область,5,0.00175
Раменки (Московская область),5,0.00175
Симеиз,5,0.00175
Билибино,5,0.00175
Никольск (Пензенская область),5,0.00175
Новоаннинский,5,0.00175
Назарово,5,0.00175
Вихоревка,5,0.00175
Владимирская область,5,0.00175
Сасово,5,0.00175
Сатка,5,0.00175
Металлострой,5,0.00175
Белый Яр (Республика Хакасия),5,0.00175
Десногорск,5,0.00175
Коростень,5,0.00175
Каменка (Пензенская область),5,0.00175
Камень-Рыболов,5,0.00175
Карабаш (Челябинская область),5,0.00175
Фряново,5,0.00175
Верхнерусское,5,0.00175
Корсаков,5,0.00175
Дальнегорск,5,0.00175
Мензелинск,5,0.00175
Рославль,5,0.00175
Армянск,5,0.00175
Фокино (Приморский край),5,0.00175
Ардатов,5,0.00175
Хасавюрт,5,0.00175
Ноглики,5,0.00175
Камышлов,5,0.00175
Кант,5,0.00175
Карабаново,5,0.00175
Серафимович,5,0.00175
Славгород (Алтайский край),5,0.00175
Гурзуф,5,0.00175
Гурьевск (Кемеровская область),5,0.00175
Текели,5,0.00175
Красногвардейское,5,0.00175
Краснозерское,5,0.00175
Чулым,5,0.00175
Алабино,5,0.00175
Заозерный,5,0.00175
Алапаевск,5,0.00175
Валдай,5,0.00175
Отрадное (Ленинградская область),5,0.00175
Павловск (Алтайский край),5,0.00175
Петропавловка (Республика Бурятия),5,0.00175
Шарыпово,5,0.00175
Тальное,4,0.00140
Щигры,4,0.00140
Акташ (Узбекистан),4,0.00140
Ясный (Оренбургская область),4,0.00140
Октябрьский (Московская область),4,0.00140
Лучинское,4,0.00140
Суземка,4,0.00140
Шишкин Лес,4,0.00140
Красноперекопск,4,0.00140
Краснодарский край,4,0.00140
Верхний Уфалей,4,0.00140
Весьегонск,4,0.00140
Белоярский (Свердловская область),4,0.00140
Слоним,4,0.00140
Смоленская,4,0.00140
Белоозёрский (Московская область),4,0.00140
Таштып,4,0.00140
Тверская область,4,0.00140
Байкальск,4,0.00140
Пролетарск,4,0.00140
Аргаяш,4,0.00140
Целина,4,0.00140
Риддер (ВКО),4,0.00140
Ровеньки (Белгородская область),4,0.00140
Рогачево,4,0.00140
Реж,4,0.00140
Новосёлово,4,0.00140
Калужская область,4,0.00140
Камское Устье,4,0.00140
Аннино (Ленинградская область),4,0.00140
Верхний Мамон,4,0.00140
Ахангаран,4,0.00140
Назрань,4,0.00140
Бирюч,4,0.00140
Бичура,4,0.00140
Большая Ирба,4,0.00140
Малое Карлино,4,0.00140
Восточно-Сибирский округ,4,0.00140
Сиверский,4,0.00140
Саракташ,4,0.00140
Усолье,4,0.00140
Дмитриев-Льговский,4,0.00140
Серебряные Пруды,4,0.00140
Тамбовская область,4,0.00140
Тельмана,4,0.00140
Токаревка,4,0.00140
Трубчевск,4,0.00140
Фаниполь,4,0.00140
Светлогорск (Беларусь),4,0.00140
Северный,4,0.00140
Нестеров,4,0.00140
Сокол,4,0.00140
Высокая Гора,4,0.00140
Дубовое,4,0.00140
Чишмы,4,0.00140
Октябрьский (Архангельская область),4,0.00140
Нязепетровск,4,0.00140
Новомичуринск,4,0.00140
Борисовка,4,0.00140
Волжский (Самарская область),4,0.00140
Николаевка (Еврейская АО),4,0.00140
Сельцо,4,0.00140
Ковдор,4,0.00140
Качуг,4,0.00140
Бородино,4,0.00140
Приморско-Ахтарск,4,0.00140
Мариинск,4,0.00140
Баксан,4,0.00140
Балакирево,4,0.00140
Кувандык,4,0.00140
Кудымкар,4,0.00140
Белев,4,0.00140
Лукоянов,4,0.00140
Ленинск,4,0.00140
Магас,4,0.00140
Колпна,4,0.00140
Ульяновка (Ленинградская область),4,0.00140
Туринск,4,0.00140
Уват (Тюменская область),4,0.00140
Власиха,4,0.00140
Немчиновка,4,0.00140
Мирный (Самарская область),4,0.00140
Коммунар,4,0.00140
Омутнинск,4,0.00140
Опочка,4,0.00140
Раевский (Альшеевский район),4,0.00140
Ивано-Франковск,4,0.00140
Александровское (Ставропольский край),4,0.00140
Янино-1,4,0.00140
Зеленчукская,4,0.00140
Звенигово,4,0.00140
Нелидово,4,0.00140
Венев,4,0.00140
Новый Ургал,4,0.00140
Бугры,4,0.00140
Иловля,4,0.00140
Черноморское,4,0.00140
Часцы,4,0.00140
Шипуново,4,0.00140
Шахунья,4,0.00140
Шацк (Рязанская область),4,0.00140
Глебовский,4,0.00140
Сычевка,4,0.00140
Тавда,4,0.00140
Октябрьское (Ханты-Мансийский АО),4,0.00140
Парголово,4,0.00140
Лесной (Минская область),4,0.00140
Суровикино,4,0.00140
Стрельна,4,0.00140
Лесной,4,0.00140
Чугуевка,4,0.00140
Полазна,4,0.00140
Плесецк,4,0.00140
Петровск-Забайкальский,4,0.00140
Шарья,4,0.00140
Жаркент,4,0.00140
Александрия (Кировоградская область),4,0.00140
Австрия,4,0.00140
Эртиль,4,0.00140
Славянск,4,0.00140
Задонск,3,0.00105
Зональное,3,0.00105
Житикара,3,0.00105
Здвинск,3,0.00105
Ждановский,3,0.00105
Пангоды,3,0.00105
Панкрушиха,3,0.00105
Первомайское (Ленинградская область),3,0.00105
Перевоз,3,0.00105
Олекминск,3,0.00105
Правдинский,3,0.00105
Приволжск,3,0.00105
Павлоград,3,0.00105
Палех,3,0.00105
Палласовка,3,0.00105
Ливны,3,0.00105
Липки,3,0.00105
Горноправдинск,3,0.00105
Кульсары,3,0.00105
Купино,3,0.00105
Старая Полтавка,3,0.00105
Талгар,3,0.00105
Талица,3,0.00105
Средняя Ахтуба,3,0.00105
Ставрово,3,0.00105
Сясьстрой,3,0.00105
Тайга,3,0.00105
Тайцы,3,0.00105
Ильичевск,3,0.00105
Шимановск,3,0.00105
Апшеронск,3,0.00105
Чегдомын,3,0.00105
Ильинское,3,0.00105
Икряное,3,0.00105
Отрадное,3,0.00105
Варна (Челябинская область),3,0.00105
Онега,3,0.00105
Кременки,3,0.00105
Сухобузимское,3,0.00105
Курская область,3,0.00105
Кушва,3,0.00105
Барыш,3,0.00105
Татищево (Саратовская область),3,0.00105
Тахтамукай,3,0.00105
Сунжа (Ингушетия),3,0.00105
Геническ,3,0.00105
Черусти,3,0.00105
Развилка (Московская область),3,0.00105
Кавказская,3,0.00105
Ибреси,3,0.00105
Полярный,3,0.00105
Иссык,3,0.00105
Верх-Тула,3,0.00105
Верхнедвинск,3,0.00105
"Октябрьский (Московская область, Люберецкий район)",3,0.00105
Новый (Приморский край),3,0.00105
Пугачев,3,0.00105
Вейделевка,3,0.00105
Октябрьский (Пермский край),3,0.00105
Венгрия,3,0.00105
Исетское,3,0.00105
Анастасиевская,3,0.00105
Чалтырь,3,0.00105
Чамзинка,3,0.00105
Чаплыгин,3,0.00105
Целинное,3,0.00105
Цивильск,3,0.00105
Дорохово (Московская область),3,0.00105
Дрезна,3,0.00105
Дятлово,3,0.00105
Приобье,3,0.00105
Нурлат,3,0.00105
Облучье,3,0.00105
Оболенск,3,0.00105
Малайзия,3,0.00105
Белая Глина,3,0.00105
Вяземский,3,0.00105
Магистральный,3,0.00105
Лучегорск,3,0.00105
Макинск,3,0.00105
Магдагачи,3,0.00105
Баутино,3,0.00105
Суджа,3,0.00105
Сосногорск,3,0.00105
Хадыженск,3,0.00105
Большие Кайбицы,3,0.00105
Большие Колпаны,3,0.00105
Большое Козино,3,0.00105
Промышленная,3,0.00105
Дружба (Нижегородская область),3,0.00105
Калининградская область,3,0.00105
Калининец,3,0.00105
Калининск,3,0.00105
Большие Вязёмы,3,0.00105
Фёдоровское (Ленинградская область),3,0.00105
Новомосковск (Днепропетровская область),3,0.00105
Новоспасское (Ульяновская область),3,0.00105
Верхний Тагил,3,0.00105
Новоульяновск,3,0.00105
Новошешминск,3,0.00105
Баргузин,3,0.00105
Советск (Кировская область),3,0.00105
Грайворон,3,0.00105
Белинский,3,0.00105
Котово,3,0.00105
Арск,3,0.00105
Рошаль,3,0.00105
Ртищево,3,0.00105
Карымское,3,0.00105
Елань,3,0.00105
Хвалынск,3,0.00105
Хилок,3,0.00105
Аральск,3,0.00105
Вилючинск,3,0.00105
Новогрудок,3,0.00105
Нижние Серги,3,0.00105
Нижний Цасучей,3,0.00105
Нижняя Салда,3,0.00105
"Речицы (Московская область, Раменский район)",3,0.00105
Речица,3,0.00105
Новое Девяткино,3,0.00105
Долгодеревенское,3,0.00105
Усть-Большерецк,3,0.00105
Болотное,3,0.00105
Финляндия,3,0.00105
Киевский,3,0.00105
Наманган,3,0.00105
Фершампенуаз (Челябинская область),3,0.00105
Кирсанов,3,0.00105
Кедровый,3,0.00105
Удачный,3,0.00105
Ряжск,3,0.00105
Фастов,3,0.00105
Февральск (Амурская область),3,0.00105
Трудовое (Приморский край),3,0.00105
Тульский (Адыгея),3,0.00105
Климово (Брянская область),3,0.00105
Мухоршибирь,3,0.00105
Мыски,3,0.00105
Северодонецк,3,0.00105
Усть-Качка,3,0.00105
Нарткала,3,0.00105
Невельск,3,0.00105
Некрасовский (Московская область),3,0.00105
Мурмаши,3,0.00105
Грязовец,3,0.00105
Тлюстенхабль,3,0.00105
Топчиха,3,0.00105
Солнечнодольск,3,0.00105
Теплое,3,0.00105
Тетюши,3,0.00105
Киреевск,3,0.00105
Конаев,3,0.00105
Навашино,3,0.00105
Увельский,3,0.00105
Сафакулево,3,0.00105
Войскорово,3,0.00105
Волово (Тульская область),3,0.00105
Воложин,3,0.00105
Бердянск,3,0.00105
Бессоновка,3,0.00105
Тиличики,3,0.00105
Краснослободск (Волгоградская область),3,0.00105
Слободской,3,0.00105
Бабынино (Калужская область),3,0.00105
Воронежская (Краснодарский край),3,0.00105
Соль-Илецк,3,0.00105
Дальнереченск,3,0.00105
"Демихово (Московская область, Орехово-Зуевский район)",3,0.00105
Коканд,3,0.00105
Меленки,3,0.00105
Кинель-Черкассы,3,0.00105
Междуреченский (Ханты-Мансийский АО),3,0.00105
Сириус,3,0.00105
Скадовск,3,0.00105
Смоленская область,3,0.00105
Абатское,3,0.00105
Абаза,3,0.00105
Александровск (Пермский край),3,0.00105
Агинское,3,0.00105
Вагай,3,0.00105
Вад,3,0.00105
Абрау-Дюрсо,3,0.00105
Плавск,3,0.00105
Панино,3,0.00105
Оха,3,0.00105
Очер,3,0.00105
Петровск,3,0.00105
Яйва,3,0.00105
Покровское (Ростовская область),3,0.00105
Переяслав-Хмельницкий,3,0.00105
Песчанка,3,0.00105
Ярославская область,3,0.00105
пгт имени Свердлова,3,0.00105
Заозерск,3,0.00105
Западная Двина,3,0.00105
Покровск (Якутия),3,0.00105
Энем,3,0.00105
Юго-Центральный округ,3,0.00105
Шали,3,0.00105
Юргамыш,2,0.00070
Абхазия,2,0.00070
Энергодар,2,0.00070
Адыге-Хабль,2,0.00070
Юкаменское,2,0.00070
Яя,2,0.00070
посёлок Память Парижской Коммуны,2,0.00070
посёлок имени Морозова,2,0.00070
Шатки,2,0.00070
Звериноголовское,2,0.00070
Пересвет,2,0.00070
Переяславка,2,0.00070
Пермский край,2,0.00070
Юхнов,2,0.00070
Ядрин,2,0.00070
Янаул,2,0.00070
Яр,2,0.00070
Эквадор,2,0.00070
Ясная Поляна (Ставропольский край),2,0.00070
Ясный,2,0.00070
Жирновск,2,0.00070
Шелопугино (Забайкальский край),2,0.00070
Шаркан,2,0.00070
Олонец,2,0.00070
Ольгинская (Ростовская область),2,0.00070
Пирогово,2,0.00070
Злынка,2,0.00070
Поставы,2,0.00070
Аксубаево,2,0.00070
Актаныш,2,0.00070
Александровский Завод,2,0.00070
Сырдарья,2,0.00070
Таджикистан,2,0.00070
Таловая,2,0.00070
Швейцария,2,0.00070
Игрим,2,0.00070
Икша,2,0.00070
Ильинский (Пермский край),2,0.00070
Елово (Пермский край),2,0.00070
Ильинское (Раменский район),2,0.00070
Индустриальный (Краснодарский край),2,0.00070
Инза,2,0.00070
Орлово,2,0.00070
Орловский,2,0.00070
Остров,2,0.00070
Отрадная,2,0.00070
Октябрьский (Иркутская область),2,0.00070
Васильево,2,0.00070
Преображенская,2,0.00070
Шатурторф,2,0.00070
Таксимо,2,0.00070
Столбище,2,0.00070
Столбцы,2,0.00070
Полтавская,2,0.00070
Полярные Зори,2,0.00070
Онохой,2,0.00070
Орда (Пермский край),2,0.00070
Орлов,2,0.00070
Аша,2,0.00070
Базарный Карабулак,2,0.00070
Ташара,2,0.00070
Краснозаводск,2,0.00070
Кошурниково,2,0.00070
Краснознаменск (Калининградская область),2,0.00070
Данилов,2,0.00070
Афонино,2,0.00070
Ворсма,2,0.00070
Малышева,2,0.00070
Восточно-Центральный округ,2,0.00070
Выгоничи,2,0.00070
Малиновский,2,0.00070
Сим,2,0.00070
Синявино,2,0.00070
Ачит,2,0.00070
Сосенский,2,0.00070
"Воскресенское (Тульская область, Дубенский район)",2,0.00070
Мещовск,2,0.00070
Миасское,2,0.00070
Микунь,2,0.00070
Милютинская,2,0.00070
Воронки,2,0.00070
Воротынск,2,0.00070
Детчино,2,0.00070
Деденево,2,0.00070
Джалал-Абад,2,0.00070
Колышлей,2,0.00070
Козулька,2,0.00070
Костомукша,2,0.00070
Косулино (Свердловская область),2,0.00070
Сольцы,2,0.00070
Газимурский Завод,2,0.00070
Максатиха,2,0.00070
Высокий,2,0.00070
Высоковск,2,0.00070
Вытегра,2,0.00070
Солнцево (Московская область),2,0.00070
Солнечный (Воронежская область),2,0.00070
"Солнечный (ПГТ, Павлодарская обл)",2,0.00070
Аскиз,2,0.00070
Копьево,2,0.00070
Коммунистический,2,0.00070
Комсомольск (Ивановская область),2,0.00070
Вырица,2,0.00070
Мглин,2,0.00070
Медведево,2,0.00070
Медынь,2,0.00070
Волжский (Астраханская область),2,0.00070
Волоконовка,2,0.00070
Уварово,2,0.00070
Атбасар,2,0.00070
Удельная (Московская область),2,0.00070
Узбекистан,2,0.00070
Узда,2,0.00070
Улёты,2,0.00070
Белый Яр (Ханты-Мансийский АО),2,0.00070
Березник,2,0.00070
Березовка (Красноярский край),2,0.00070
Берёзово,2,0.00070
Бешкент,2,0.00070
Сергиевское,2,0.00070
Сатпаев,2,0.00070
Волгоградская область,2,0.00070
Тульская область,2,0.00070
Ковернино,2,0.00070
Киясово,2,0.00070
Ключи (Алтайский край),2,0.00070
Кедровый (Красноярский край),2,0.00070
Седельниково,2,0.00070
Рязанская область,2,0.00070
Салым,2,0.00070
Нерчинский Завод,2,0.00070
Нерчинск,2,0.00070
Несвиж,2,0.00070
Себеж,2,0.00070
Усть-Донецкий,2,0.00070
Усть-Ордынский,2,0.00070
Ушарал,2,0.00070
Фатеж,2,0.00070
Городище (Пензенская область),2,0.00070
Городок (Витебская область),2,0.00070
Красный Кут,2,0.00070
Грамотеино,2,0.00070
Грахово,2,0.00070
Грэсовский,2,0.00070
Гулистан,2,0.00070
Миньяр,2,0.00070
Сигаево,2,0.00070
Тербуны,2,0.00070
Томаровка,2,0.00070
Томмот,2,0.00070
Балей,2,0.00070
Тарасовский,2,0.00070
Баймак,2,0.00070
Бакал,2,0.00070
Холм,2,0.00070
Каратузское,2,0.00070
Каргасок,2,0.00070
Каргат,2,0.00070
Карпинск,2,0.00070
Карши,2,0.00070
Катав-Ивановск,2,0.00070
Калязин,2,0.00070
Самарская область,2,0.00070
Сарань,2,0.00070
Республика Сейшельские острова,2,0.00070
Верхний Услон,2,0.00070
Вилейка,2,0.00070
Виноградный (муниципальное образование город-курорт Анапа),2,0.00070
Нижний Бестях,2,0.00070
Решетиха,2,0.00070
Джубга,2,0.00070
Дмитровск,2,0.00070
Добринка,2,0.00070
Карагай (Пермский край),2,0.00070
Каракол,2,0.00070
Каракулино,2,0.00070
Уржум,2,0.00070
Болохово,2,0.00070
Низино (Ленинградская область),2,0.00070
Новоаганск,2,0.00070
Боготол,2,0.00070
Фергана,2,0.00070
Уразово,2,0.00070
Кизел,2,0.00070
Кизнер,2,0.00070
Джизак,2,0.00070
Краснощёково,2,0.00070
Горный (Ростовская область),2,0.00070
Балаклава,2,0.00070
Балтаси,2,0.00070
Барвиха,2,0.00070
Барсово,2,0.00070
Снежногорск,2,0.00070
Мантурово,2,0.00070
Крупки,2,0.00070
Кулой,2,0.00070
Крым (Ростовская область),2,0.00070
Кугеси,2,0.00070
Кудряшовский,2,0.00070
Кукмор,2,0.00070
Краснослободск (Республика Мордовия),2,0.00070
Красноуральск,2,0.00070
Беломорск,2,0.00070
Спас-Клепики,2,0.00070
Спасск,2,0.00070
Спасск-Рязанский,2,0.00070
Котельнич,2,0.00070
Кривошеино,2,0.00070
Кривское (Калужская область),2,0.00070
Кромы,2,0.00070
Аркалык,2,0.00070
Армизонское,2,0.00070
Архара,2,0.00070
Рыльск,2,0.00070
Родино,2,0.00070
Рудня (Волгоградская область),2,0.00070
Рыбная Слобода,2,0.00070
Советск (Тульская область),2,0.00070
Лунино (Пензенская область),2,0.00070
Льгов,2,0.00070
Любань,2,0.00070
Леньки,2,0.00070
Майна (Ульяновская область),2,0.00070
Ленинское (Новосибирская область),2,0.00070
Малгобек,2,0.00070
Гайны (Пермский край),2,0.00070
Большое Буньково,2,0.00070
Большой Исток,2,0.00070
Стрелецкое,2,0.00070
Строитель,2,0.00070
Стрый,2,0.00070
Бекабад,2,0.00070
Софьино (Наро-Фоминский район),2,0.00070
Спас-Деменск,2,0.00070
Франция,2,0.00070
Каменка (Воронежская область),2,0.00070
Каменногорск,2,0.00070
Каменоломни,2,0.00070
Каменское,2,0.00070
Камызяк,2,0.00070
Канада,2,0.00070
Ханты-Мансийский АО - Югра,2,0.00070
Маркова,2,0.00070
Маслянино,2,0.00070
Новоорск,2,0.00070
Новосемейкино,2,0.00070
Новосиль,2,0.00070
Верхотурье,2,0.00070
Андреаполь,2,0.00070
Харцызск,2,0.00070
Новый Свет (Республика Крым),2,0.00070
Разметелево,2,0.00070
Пурпе,2,0.00070
Пышлицы,2,0.00070
Пятигорский,2,0.00070
Кадников,2,0.00070
Испания,2,0.00070
Кабанск,2,0.00070
Алексеевское,2,0.00070
Алтай (Зыряновск),2,0.00070
Алтайское,2,0.00070
Андра,2,0.00070
Новоильинский (Пермский край),2,0.00070
Ватутинки,2,0.00070
Венгерово,2,0.00070
Верх-Усугли,2,0.00070
Обоянь,2,0.00070
Октябрьск,2,0.00070
Новоселье (Ленинградская область),2,0.00070
Новоивановское,2,0.00070
Калинковичи,2,0.00070
Духовщина,2,0.00070
Дятьково,2,0.00070
Антропово,2,0.00070
Гамово (Пермский край),2,0.00070
Гвардейское (Республика Крым),2,0.00070
Малая Пурга,2,0.00070
Локня (Псковская область),2,0.00070
Локосово,2,0.00070
Луговой,2,0.00070
Белозерск,2,0.00070
Белая Холуница,2,0.00070
Куркино (Московская область),2,0.00070
Курская (Ставропольский край),2,0.00070
Куртамыш,2,0.00070
Кутаиси,2,0.00070
Кыштовка,2,0.00070
Ладушкин,2,0.00070
Красный Холм,2,0.00070
Красный Чикой,2,0.00070
Старовеличковская,2,0.00070
Стародуб,2,0.00070
Старонижестеблиевская,2,0.00070
Таруса,2,0.00070
Тасеево,2,0.00070
Сураж,2,0.00070
Сухая Буйвола,2,0.00070
Кыра,2,0.00070
Чернь,2,0.00070
Чигири (Амурская область),2,0.00070
Радченко,2,0.00070
Полесск,2,0.00070
Логойск,2,0.00070
Лапино,2,0.00070
Гиагинская,2,0.00070
Гигант,2,0.00070
Кавалерово,2,0.00070
Казанское,2,0.00070
Казатин,2,0.00070
Зудилово,2,0.00070
Чернуха,2,0.00070
Чернушка,2,0.00070
Чернышевск,2,0.00070
Чернышковский,2,0.00070
Жанаозен,2,0.00070
Жетысай,2,0.00070
Жиздра,2,0.00070
Завитинск,2,0.00070
Заволжск,2,0.00070
Завьялово,2,0.00070
Агроном (Краснодарский край),2,0.00070
Петров Вал,2,0.00070
Первомайск (Нижегородская область),2,0.00070
Первомайское (Республика Крым),2,0.00070
Звёздный (Пермский край),2,0.00070
Зеленоборск,2,0.00070
Шкотово,2,0.00070
Шу,2,0.00070
Шумиха,2,0.00070
Ершов,2,0.00070
"Лесной (Московская область, Пушкинский район)",2,0.00070
Лиинахамари,2,0.00070
Линда,2,0.00070
Лихой,2,0.00070
Лобаново (Пермский край),2,0.00070
Приладожский,2,0.00070
Приморск,2,0.00070
Палана,2,0.00070
Тальменка,2,0.00070
Горбатов,2,0.00070
Горбунки,2,0.00070
Горки (Республика Беларусь),2,0.00070
Курахово,2,0.00070
Левокумское,2,0.00070
Куминский,2,0.00070
Лепель,2,0.00070
Моршанск,2,0.00070
Мотыгино,2,0.00070
Месягутово,2,0.00070
Кондинское,2,0.00070
Константиновск,2,0.00070
Долинск,2,0.00070
Кильмезь,2,0.00070
Кипень,2,0.00070
Славянка,2,0.00070
Славянка (Приморский край),2,0.00070
Смолевичи,2,0.00070
Белореченский,2,0.00070
Мосальск,2,0.00070
Михайловск (Свердловская область),2,0.00070
Молоково,2,0.00070
Мортка,2,0.00070
Буча,2,0.00070
Акша (Забайкальский край),2,0.00070
Айкино,2,0.00070
Александрия (Ставропольский край),2,0.00070
Айша,2,0.00070
Агириш,2,0.00070
ДСК Мичуринец,2,0.00070
Славск,2,0.00070
Пижма,2,0.00070
Пикалево,2,0.00070
Пионерский (Ханты-Мансийский АО),2,0.00070
Пласт,2,0.00070
Поварово,2,0.00070
Булгаково,2,0.00070
Буревестник,2,0.00070
Бухара,2,0.00070
Юровка (Краснодарский край),1,0.00035
Авсюнино,1,0.00035
Агалатово,1,0.00035
Агидель,1,0.00035
Адагум,1,0.00035
Александро-Невский,1,0.00035
Александровка,1,0.00035
Александровка (Ростовская область),1,0.00035
Александровск-Сахалинский,1,0.00035
"Акъяр (Хайбуллинский район, Башкортостан)",1,0.00035
Алат (Узбекистан),1,0.00035
Алга (Актюбинская обл),1,0.00035
Аксарка,1,0.00035
Актогай,1,0.00035
Актюбинский,1,0.00035
Юганец,1,0.00035
Щучин,1,0.00035
Щучье,1,0.00035
Щёлкино,1,0.00035
Эдиссия,1,0.00035
Ясенская,1,0.00035
Жилетово,1,0.00035
Жирятино,1,0.00035
Ямбург (Ямало-Ненецкий АО),1,0.00035
Япония,1,0.00035
Яр-Сале,1,0.00035
Яранск,1,0.00035
Юрьевец,1,0.00035
Яковлево,1,0.00035
Якшур-Бодья,1,0.00035
Ессентукская,1,0.00035
Еткуль,1,0.00035
Жаворонки (Крым),1,0.00035
Жанатас,1,0.00035
Ельцовка,1,0.00035
Енисейск,1,0.00035
Ерейментау (Акмол.обл),1,0.00035
Ермишь,1,0.00035
Шаранга,1,0.00035
Шарлык,1,0.00035
Жуковка (Брянская область),1,0.00035
ЗАТО Сибирский,1,0.00035
Завьялово (Алтайский край),1,0.00035
Железнодорожный (Иркутская область),1,0.00035
Зональная Станция,1,0.00035
Зубова-Поляна,1,0.00035
Челбасская,1,0.00035
Шемышейка,1,0.00035
Шерегеш,1,0.00035
Шиморское,1,0.00035
Шимск,1,0.00035
Шахтерск (Сахалинская область),1,0.00035
Шалинское,1,0.00035
Шамилькала,1,0.00035
Ильинский (Московская область),1,0.00035
Иволгинск,1,0.00035
Ижевское,1,0.00035
Ижма (Коми),1,0.00035
Избербаш,1,0.00035
Апастово,1,0.00035
Чекалин,1,0.00035
Чекмагуш,1,0.00035
Отрадное (Воронежская область),1,0.00035
Оса,1,0.00035
Оса (Иркутская область),1,0.00035
Осакаровка,1,0.00035
Останкино,1,0.00035
Онгудай,1,0.00035
Полетаево (Челябинская область),1,0.00035
Полотняный Завод,1,0.00035
Понежукай,1,0.00035
Поповская (Московская область),1,0.00035
Поспелиха,1,0.00035
Посёлок имени Карла Либкнехта,1,0.00035
Великобритания,1,0.00035
Октябрьский (Камчатский край),1,0.00035
Варгаши,1,0.00035
Отеген-Батыр,1,0.00035
Прибрежный,1,0.00035
Приволжье (Самарская область),1,0.00035
Пригородный (Волгоградская область),1,0.00035
Починок,1,0.00035
Пошехонье,1,0.00035
Правокумское,1,0.00035
Преградная,1,0.00035
Преображение,1,0.00035
Партенит,1,0.00035
Партизанское,1,0.00035
Палкино (Псковская область),1,0.00035
Бутово,1,0.00035
Погар,1,0.00035
Подгорное,1,0.00035
Будогощь,1,0.00035
Буй,1,0.00035
Новоминская,1,0.00035
Новомихайловский,1,0.00035
Озерки (Алтайский край),1,0.00035
Озерки (Всеволожский район),1,0.00035
Октябрьский (Белгородская область),1,0.00035
Октябрьский (Волгоградская область),1,0.00035
Обливская,1,0.00035
Овощной (Ростовская область),1,0.00035
Верхнеднепровск,1,0.00035
Венцы (Краснодарский край),1,0.00035
Вербилки,1,0.00035
Верх-Ирмень,1,0.00035
Вахтан,1,0.00035
Вача,1,0.00035
Введенское,1,0.00035
Велиж,1,0.00035
Прямицыно,1,0.00035
Пскент,1,0.00035
Пудомяги,1,0.00035
Нялинское,1,0.00035
Новый,1,0.00035
Новый Рогачик,1,0.00035
Новый Ропск,1,0.00035
Новый Свет,1,0.00035
Полтавка,1,0.00035
Поляны,1,0.00035
Разбегаево (Ленинградская область),1,0.00035
Раздольное,1,0.00035
Раздольное (Новосибирская область),1,0.00035
Пучеж,1,0.00035
Пятовский,1,0.00035
Прохладный (Свердловская область),1,0.00035
Верхние Киги,1,0.00035
Новоузенск,1,0.00035
Новоукраинское,1,0.00035
Новофёдоровка,1,0.00035
Новохоперск,1,0.00035
Новошахтинский,1,0.00035
Новощербиновская,1,0.00035
Новосергиевка,1,0.00035
Большой Лычак,1,0.00035
Большая Мурта,1,0.00035
Большие Дворы,1,0.00035
Большие Тарханы,1,0.00035
Новобурейский,1,0.00035
Нововолынск,1,0.00035
Верхнеказымский,1,0.00035
Верхнеуральск,1,0.00035
Пролетарский,1,0.00035
Ботлих,1,0.00035
Ревда (Мурманская область),1,0.00035
Редкино,1,0.00035
Большие Чапурники,1,0.00035
Большое Болдино,1,0.00035
Большое Пикино,1,0.00035
Большой Зетым,1,0.00035
Овстуг,1,0.00035
Одесская область,1,0.00035
Новый Хушет,1,0.00035
Нолинск,1,0.00035
Ноокат,1,0.00035
Пуровск,1,0.00035
Приморский (Республика Крым),1,0.00035
Прогресс (Амурская область),1,0.00035
Ветютнев,1,0.00035
Визинга,1,0.00035
Виллози,1,0.00035
Вилюйск,1,0.00035
Верхняя Тура,1,0.00035
Верхняя Хава,1,0.00035
Верховажье,1,0.00035
Верховье,1,0.00035
Нижние Вязовые,1,0.00035
Нижний Кисляй,1,0.00035
Нижняя Тавда,1,0.00035
Винницы,1,0.00035
Виноградный (Темрюкский район),1,0.00035
Вистино,1,0.00035
Вершиина Тёи,1,0.00035
Ветлуга,1,0.00035
Большая Вруда,1,0.00035
Большая Ижора,1,0.00035
Рудногорск,1,0.00035
Русская Поляна,1,0.00035
Роза (Челябинская область),1,0.00035
Романовка,1,0.00035
Ржаница,1,0.00035
Николаевск,1,0.00035
Новосмолинский,1,0.00035
Новосокольники,1,0.00035
"Новониколаевка (Ростовская область, Азовский район)",1,0.00035
Новониколаевский (Волгоградская область),1,0.00035
Новоселицкое,1,0.00035
Большие Уки,1,0.00035
Ракитное (Белгородская область),1,0.00035
Рамешки,1,0.00035
Новая Ляля,1,0.00035
Новобирилюссы,1,0.00035
Никольск (Вологодская область),1,0.00035
Никольское (Воронежская область),1,0.00035
Новая Заимка,1,0.00035
