area_name,count,percent
Буй,70,0.00001%
Каменногорск,70,0.00001%
Дорохово (Московская область),70,0.00001%
Аркалык,70,0.00001%
Аральск,69,0.00001%
Хвалынск,69,0.00001%
Верхняя Тура,69,0.00001%
Артемовск (Красноярский край),69,0.00001%
Артемовский (Свердловская область),69,0.00001%
Суоярви,69,0.00001%
Дмитровск,69,0.00001%
Меленки,69,0.00001%
Рощино (Ленинградская область),69,0.00001%
Ивдель,68,0.00001%
Щучье,68,0.00001%
Петров Вал,68,0.00001%
Ерейментау (Акмол.обл),68,0.00001%
Армянск,68,0.00001%
Кохма,68,0.00001%
Бабушкин,68,0.00001%
"Октябрьский (Московская область, Люберецкий район)",68,0.00001%
Старица,68,0.00001%
Сураж,68,0.00001%
Называевск,68,0.00001%
Нариманов,68,0.00001%
Зубцов,67,0.00001%
Фастов,67,0.00001%
Поворино,67,0.00001%
Туринск,67,0.00001%
Малайзия,67,0.00001%
Ковель,67,0.00001%
Себеж,66,0.00001%
Некрасовский (Московская область),66,0.00001%
Сарыагаш,66,0.00001%
Красный Кут,66,0.00001%
Сириус,66,0.00001%
Вуктыл,66,0.00001%
Эртиль,66,0.00001%
Ярославская область,66,0.00001%
Заполярный (Ямало-Ненецкий АО),66,0.00001%
Португалия,66,0.00001%
Козловка,66,0.00001%
Полярный,65,0.00001%
Бабаево,65,0.00001%
Мглин,65,0.00001%
Уруссу,65,0.00001%
Коченево,65,0.00001%
Куса,65,0.00001%
Грайворон,65,0.00001%
Олонец,65,0.00001%
Тогучин,65,0.00001%
Плесецк,65,0.00001%
Обоянь,65,0.00001%
Озерск (Калининградская область),65,0.00001%
Болхов,64,0.00001%
Абаза,64,0.00001%
Дальневосточный округ,64,0.00001%
Новая Ладога,64,0.00001%
Рогачево,64,0.00001%
Емва,64,0.00001%
Кизляр,64,0.00001%
Багратионовск,64,0.00001%
Горняк,64,0.00001%
Салым,64,0.00001%
Малые Вязёмы,64,0.00001%
Гдов,64,0.00001%
Алчевск,64,0.00001%
Камское Устье,63,0.00001%
Шерегеш,63,0.00001%
Межгорье (Республика Башкортостан),63,0.00001%
Болотное,63,0.00001%
Редкино (Тверская область),63,0.00001%
Уяр,63,0.00001%
Куба (Азербайджан),63,0.00001%
Тотьма,63,0.00001%
Волковыск,62,0.00001%
Таруса,62,0.00001%
Белоярский (Свердловская область),62,0.00001%
Зимовники,62,0.00001%
Мурмаши,62,0.00001%
Красное-на-Волге,62,0.00001%
Заозерск,62,0.00001%
Волчанск (Свердловская область),62,0.00001%
Углегорск,61,0.00001%
Пустошка,61,0.00001%
Костерево,61,0.00001%
Родники (Московская область),61,0.00001%
Красновишерск,61,0.00001%
Приволжск,61,0.00001%
Пестрецы,61,0.00001%
Измаил,61,0.00001%
Запрудня (Московская область),61,0.00001%
Дрогобыч,61,0.00001%
Дружковка,61,0.00001%
Онега,61,0.00001%
Коканд,61,0.00001%
Бердичев,61,0.00001%
Сольцы,61,0.00001%
Белев,61,0.00001%
Болохово,60,0.00001%
Хилок,60,0.00001%
Новосокольники,60,0.00001%
Питкяранта,60,0.00001%
Бакал,60,0.00001%
Кант,60,0.00001%
Нязепетровск,60,0.00001%
Тюкалинск,60,0.00001%
Поронайск,60,0.00001%
Гремячинск,60,0.00001%
Колумбия,60,0.00001%
Орловский,60,0.00001%
Волжский (Самарская область),60,0.00001%
Карабаш,60,0.00001%
Словения,59,0.00001%
Юхнов,59,0.00001%
Катар,59,0.00001%
Власиха,59,0.00001%
Бейнеу (Мангистауская обл),59,0.00001%
Приволжье (Самарская область),59,0.00001%
Комсомольск (Ивановская область),59,0.00001%
Камские Поляны,59,0.00001%
Умань,59,0.00001%
Ардатов,59,0.00001%
Любань (Ленинградская область),59,0.00001%
Белгород-Днестровский,59,0.00001%
Сорск,58,0.00001%
Петухово,58,0.00001%
Таксимо,58,0.00001%
Октябрьский (Архангельская область),58,0.00001%
Тура (Красноярский край),58,0.00001%
Каратау,58,0.00001%
Каргополь,58,0.00001%
Тульская область,58,0.00001%
Яровое,58,0.00001%
Белая Глина,58,0.00001%
Певек,57,0.00001%
Пионерский,57,0.00001%
Ставрово,57,0.00001%
Буйнакск,57,0.00001%
Андреаполь,57,0.00001%
Макушино,57,0.00001%
Лучегорск,57,0.00001%
поселок Лев Толстой,57,0.00001%
Кугеси,57,0.00001%
Джубга,57,0.00001%
Завитинск,57,0.00001%
Энергодар,56,0.00001%
Белинский,56,0.00001%
Неман,56,0.00001%
Кировское (Республика Крым),56,0.00001%
Калининская,56,0.00001%
Гостомель,56,0.00001%
Петропавловка (Республика Бурятия),56,0.00001%
Коростень,56,0.00001%
Уренгой,56,0.00001%
Багаевская,56,0.00001%
Черноморско-Кавказский округ,55,0.00001%
Александрия (Кировоградская область),55,0.00001%
Микунь,55,0.00001%
Боярка,55,0.00001%
Аркадак,55,0.00001%
Сергиевск,55,0.00001%
Усолье,55,0.00001%
Сретенск,55,0.00001%
Рудня,55,0.00001%
Акташ (Узбекистан),55,0.00001%
Сясьстрой,55,0.00001%
Металлострой,55,0.00001%
Новоржев,54,0.00001%
Ивня,54,0.00001%
Горишние Плавни (Комсомольск),54,0.00001%
Икша,54,0.00001%
Юргамыш,54,0.00001%
Суджа,54,0.00001%
Кара-Балта,54,0.00001%
Баткен,54,0.00001%
Стрый,54,0.00001%
Белый Яр (Ханты-Мансийский АО),54,0.00001%
Талас,54,0.00001%
Балей,54,0.00001%
Первомайский (Тамбовская область),54,0.00001%
Светлый Яр,54,0.00001%
Северо-Енисейский (Красноярский край),53,0.00001%
Хорватия,53,0.00001%
Куркино (Московская область),53,0.00001%
Раменки (Московская область),53,0.00001%
Марьина Горка,53,0.00001%
Пыталово,53,0.00001%
Полесск,53,0.00001%
Нижняя Салда,53,0.00001%
Малая Пурга,53,0.00001%
Иланский,53,0.00001%
Желтые Воды,53,0.00001%
Емельяново,53,0.00001%
Первомайск (Украина),52,0.00001%
Янино-1,52,0.00001%
Нарын,52,0.00001%
Каргат,52,0.00001%
Калуш,52,0.00001%
Старовеличковская,52,0.00001%
Баксан,52,0.00001%
Харцызск,52,0.00001%
Высоцк,52,0.00001%
Грибановский,52,0.00001%
Ильский,52,0.00001%
Камень-Рыболов,52,0.00001%
Жанатас,52,0.00001%
Казалы (Кызылорд. обл),52,0.00001%
Волоконовка,52,0.00001%
Гаджиево,51,0.00001%
Чалтырь,51,0.00001%
Бирюсинск,51,0.00001%
Темников,51,0.00001%
Ульяновка (Ленинградская область),51,0.00001%
Ясный (Оренбургская область),51,0.00001%
Игарка,51,0.00001%
Любим,51,0.00001%
Шостка,51,0.00001%
Избербаш,51,0.00001%
Токмок,50,0.00001%
Чоя,50,0.00001%
Пудож,50,0.00001%
Червоноград,50,0.00001%
Матвеев-Курган,50,0.00001%
Кантемировка,50,0.00001%
Заокский,50,0.00001%
Пошехонье,50,0.00001%
Перу,50,0.00001%
посёлок Володарского (Московская область),49,0.00001%
Тацинская,49,0.00001%
Александровск-Сахалинский,49,0.00001%
Арысь (ЮКО),49,0.00001%
Гянджа,49,0.00001%
Енакиево,49,0.00001%
Чулым,49,0.00001%
Светловодск,49,0.00001%
Кентау (ЮКО),49,0.00001%
Павловск (Алтайский край),49,0.00001%
Крыловская станица (Крыловский район),49,0.00001%
Чирчик,49,0.00001%
Коломыя,49,0.00001%
Ленинский (Тульская область),49,0.00001%
Лахденпохья,49,0.00001%
Шахтерск (Украина),48,0.00001%
Владимирская область,48,0.00001%
Дмитриев-Льговский,48,0.00001%
Изюм,48,0.00001%
Раевский (Альшеевский район),48,0.00001%
Кызыл-Кия,48,0.00001%
Фатеж,48,0.00001%
Демидов,48,0.00001%
Алжир,48,0.00001%
Тверская область,48,0.00001%
Долинск,48,0.00001%
Вешенская,48,0.00001%
Пластун,48,0.00001%
Нижнедевицк,48,0.00001%
Сычевка,48,0.00001%
Жиздра,48,0.00001%
Сенгилей,48,0.00001%
Злынка,47,0.00001%
Новоспасское (Ульяновская область),47,0.00001%
Конотоп,47,0.00001%
Отрадная,47,0.00001%
Сурск,47,0.00001%
Колтуши,47,0.00001%
Шахтерск (Сахалинская область),47,0.00001%
Зубова-Поляна,47,0.00001%
Невельск,47,0.00001%
Западная Двина,47,0.00001%
Верхняя Хава,47,0.00001%
Майский,47,0.00001%
Заволжск,47,0.00001%
Чегдомын,47,0.00001%
Зайсан,47,0.00001%
Камбоджа,47,0.00001%
Фаниполь,47,0.00001%
Велиж,47,0.00001%
Балезино,47,0.00001%
Лисаковск,47,0.00001%
Шенкурск,46,0.00001%
Актаныш,46,0.00001%
Полтавская,46,0.00001%
Исфана,46,0.00001%
Устюжна,46,0.00001%
Усть-Джегута,46,0.00001%
Кувшиново,46,0.00001%
Ельня,46,0.00001%
Нестеров,46,0.00001%
Нежин,46,0.00001%
Советский (Республика Марий Эл),46,0.00001%
Республика Зимбабве,46,0.00001%
Толмачево,46,0.00001%
Никольск (Вологодская область),46,0.00001%
Чадан,46,0.00001%
Балыкчы,46,0.00001%
Новое Девяткино,46,0.00001%
Вилюйск,46,0.00001%
Новоград-Волынский,45,0.00001%
Миргород,45,0.00001%
Ольховатка,45,0.00001%
Новый Порт,45,0.00001%
Междуреченский (Ханты-Мансийский АО),45,0.00001%
Николаевка (Еврейская АО),45,0.00001%
Краснознаменск (Калининградская область),45,0.00001%
Нюрба,45,0.00001%
Ленино,45,0.00001%
Ардон,45,0.00001%
Воротынск,45,0.00001%
Новоорск,45,0.00001%
Кара-Суу,45,0.00001%
Кочкор-Ата,45,0.00001%
Курлово,44,0.00001%
Снежное,44,0.00001%
Правдинск (Калининградская область),44,0.00001%
Нижнегорский,44,0.00001%
Инсар,44,0.00001%
Вытегра,44,0.00001%
Варна (Челябинская область),44,0.00001%
Оханск,44,0.00001%
Мосальск,44,0.00001%
Новопокровская,44,0.00001%
Новая Каховка,44,0.00001%
Ракитное (Белгородская область),44,0.00001%
Весьегонск,44,0.00001%
Малоархангельск,44,0.00001%
Кара-Куль,44,0.00001%
Баутино,44,0.00001%
Кетово,43,0.00001%
Торез,43,0.00001%
Джизак,43,0.00001%
Подгоренский,43,0.00001%
Сулюкта,43,0.00001%
Новая Ляля,43,0.00001%
"Солнечный (ПГТ, Павлодарская обл)",43,0.00001%
Северо-Задонск,43,0.00001%
Монголия,43,0.00001%
Кадамжай,43,0.00001%
Удельная (Московская область),43,0.00001%
Щёлкино,43,0.00001%
Звёздный Городок,43,0.00001%
Купино,43,0.00001%
Чили,43,0.00001%
Комсомольское (Чувашская Республика),43,0.00001%
Токтогул,43,0.00001%
Починок,43,0.00001%
Бакалы,43,0.00001%
Приволжский (Республика Марий Эл),43,0.00001%
Ленгер (ЮКО),43,0.00001%
Балахта (Красноярский край),43,0.00001%
Промышленная,43,0.00001%
Кербен,42,0.00001%
Излучинск,42,0.00001%
Логойск,42,0.00001%
Врангель,42,0.00001%
Бугры,42,0.00001%
Босния и Герцеговина,42,0.00001%
Барда (Пермский край),42,0.00001%
Береза,42,0.00001%
Архипо-Осиповка,42,0.00001%
Месягутово,42,0.00001%
Текели,42,0.00001%
Венесуэла,42,0.00001%
Вишневое,42,0.00001%
Ново-Переделкино,42,0.00001%
Кочубеевское,42,0.00001%
Новый (Приморский край),42,0.00001%
Вурнары,42,0.00001%
Майлуу-Суу,42,0.00001%
Агроном (Краснодарский край),41,0.00001%
Голышманово,41,0.00001%
Узген,41,0.00001%
Кармаскалы,41,0.00001%
Шаховская,41,0.00001%
Смела,41,0.00001%
Таш-Кумыр,41,0.00001%
Олекминск,41,0.00001%
Черниговка (Приморский край),41,0.00001%
Трудовое (Приморский край),41,0.00001%
Рязанская область,41,0.00001%
Крым (Ростовская область),41,0.00001%
Несвиж,41,0.00001%
Покровск (Якутия),41,0.00001%
Чолпон-Ата,41,0.00001%
Новосиль,41,0.00001%
Базарный Карабулак,41,0.00001%
Салаир,41,0.00001%
Жуковка (Московская область),41,0.00001%
Алга (Актюбинская обл),40,0.00001%
Инской,40,0.00001%
Кавалерово,40,0.00001%
Шиханы,40,0.00001%
Клетня,40,0.00001%
Стаханов,40,0.00001%
Снегири,40,0.00001%
Лисичанск,40,0.00001%
Ноокат,40,0.00001%
Тербуны,40,0.00001%
Средняя Ахтуба,40,0.00001%
Солнечный,40,0.00001%
Хохольский,40,0.00001%
Мещовск,40,0.00001%
Лотошино,40,0.00001%
Лесной (Минская область),40,0.00001%
Мга,40,0.00001%
Полазна,40,0.00001%
Греция,40,0.00001%
Отеген-Батыр,40,0.00001%
Ак-Довурак,40,0.00001%
Карабаш (Челябинская область),39,0.00001%
Кириллов,39,0.00001%
Суксун,39,0.00001%
Алнаши,39,0.00001%
Товарково (Калужская область),39,0.00001%
Пластуновская,39,0.00001%
Ясиноватая,39,0.00001%
Шали,39,0.00001%
Мезень,39,0.00001%
Чекмагуш,39,0.00001%
Завьялово,39,0.00001%
Верхний Мамон,39,0.00001%
Чекалин,39,0.00001%
Елань,39,0.00001%
Нарткала,39,0.00001%
Бижбуляк,39,0.00001%
Нея,39,0.00001%
Усть-Донецкий,39,0.00001%
Аргаяш,39,0.00001%
Раздольное,39,0.00001%
Осиново,39,0.00001%
Чамзинка,39,0.00001%
Языково,39,0.00001%
Егорлыкская,39,0.00001%
Горки (Республика Беларусь),39,0.00001%
Лагань,38,0.00001%
Дагомыс,38,0.00001%
Чегем,38,0.00001%
Коротчаево,38,0.00001%
Красное (Липецкая область),38,0.00001%
Киевский,38,0.00001%
Диксон,38,0.00001%
Еткуль,38,0.00001%
Гулистан,38,0.00001%
Серафимович,38,0.00001%
Холм,38,0.00001%
Филиппины,38,0.00001%
Калужская область,38,0.00001%
Тырныауз,38,0.00001%
Миньяр,38,0.00001%
Чугуевка,38,0.00001%
Верхотурье,38,0.00001%
Кизилюрт,38,0.00001%
Михайловка (Приморский край),38,0.00001%
Алзамай,38,0.00001%
Юрьевец,37,0.00001%
Нарышкино,37,0.00001%
Конаев,37,0.00001%
Парголово,37,0.00001%
Детчино,37,0.00001%
Джалиль,37,0.00001%
Рефтинский,37,0.00001%
Урус-Мартан,37,0.00001%
Ангрен,37,0.00001%
Торгай,37,0.00001%
Березовка (Красноярский край),37,0.00001%
Республика Башкортостан,37,0.00001%
Хороль,37,0.00001%
Шепетовка,37,0.00001%
Дебёсы,37,0.00001%
Лубны,37,0.00001%
Каменоломни,37,0.00001%
Пермский край,37,0.00001%
Пучеж,37,0.00001%
Южа,37,0.00001%
Рубежное,36,0.00001%
Азербайджан,36,0.00001%
Красный Луч,36,0.00001%
Кизнер,36,0.00001%
Макаров (Сахалинская область),36,0.00001%
Хлевное,36,0.00001%
Эстосадок,36,0.00001%
Южно-Курильск,36,0.00001%
Мамоново,36,0.00001%
Серебрянск,36,0.00001%
Разумное,36,0.00001%
Жаворонки,36,0.00001%
Ахтырка,36,0.00001%
Кабардинка,36,0.00001%
Городовиковск,36,0.00001%
Нукус,36,0.00001%
Египет,36,0.00001%
Рогачев,36,0.00001%
Комсомольский (Республика Мордовия),36,0.00001%
Туран,36,0.00001%
Красногорский (Челябинская область),36,0.00001%
Барвиха,36,0.00001%
Кедровый,36,0.00001%
Усть-Нера,35,0.00001%
Октябрьское (Республика Крым),35,0.00001%
Балакирево,35,0.00001%
Медведево,35,0.00001%
Алагир,35,0.00001%
Андреевка,35,0.00001%
Волгоградская область,35,0.00001%
Суземка,35,0.00001%
Пограничный (Приморский край),35,0.00001%
Чаны,35,0.00001%
Ессентукская,35,0.00001%
Малгобек,35,0.00001%
Быково,35,0.00001%
Добринка,35,0.00001%
Новогрудок,35,0.00001%
Курильск,35,0.00001%
Богатые Сабы,35,0.00001%
"Покровка (Октябрьский район, Приморский край)",35,0.00001%
Краснобродский,35,0.00001%
Икряное,35,0.00001%
Гаврилов Посад,35,0.00001%
Мошково,35,0.00001%
Шимск,34,0.00001%
Красногорский (Республика Марий Эл),34,0.00001%
Красный Яр (Астраханская область),34,0.00001%
Лобаново (Пермский край),34,0.00001%
Винзили,34,0.00001%
Фряново,34,0.00001%
Карабулак,34,0.00001%
Колывань,34,0.00001%
Отрадное (Воронежская область),34,0.00001%
Кордай,34,0.00001%
Кошки (Самарская область),34,0.00001%
Анива,34,0.00001%
Уват (Тюменская область),34,0.00001%
Сунжа (Ингушетия),34,0.00001%
Октябрьский (Волгоградская область),34,0.00001%
Кривандино (Московская область),34,0.00001%
Морки,34,0.00001%
Майма,34,0.00001%
Боливия,34,0.00001%
Никель (Мурманская область),34,0.00001%
Чернянка,34,0.00001%
Горки-2,34,0.00001%
Чернышевск,34,0.00001%
Шагонар,34,0.00001%
Сернур,34,0.00001%
Ладушкин,34,0.00001%
Ивановское (Московская область),33,0.00001%
Борисовка,33,0.00001%
Большая Черниговка,33,0.00001%
Селты,33,0.00001%
Свердловская область,33,0.00001%
Ошмяны,33,0.00001%
Новая Зеландия,33,0.00001%
Старотитаровская,33,0.00001%
Чердынь,33,0.00001%
Сарань,33,0.00001%
посёлок имени Морозова,33,0.00001%
Шу,33,0.00001%
Шира,33,0.00001%
Прохоровка,33,0.00001%
Славск,33,0.00001%
Курчатов (Казахстан),33,0.00001%
Васюринская,33,0.00001%
Миасское,33,0.00001%
Большая Глушица,33,0.00001%
Строитель (Тамбовская область),32,0.00001%
Марфино (Московская область),32,0.00001%
Боржоми,32,0.00001%
Кавказская,32,0.00001%
Сумгаит,32,0.00001%
Щедрино,32,0.00001%
Термез,32,0.00001%
Софьино (Наро-Фоминский район),32,0.00001%
Спас-Деменск,32,0.00001%
Думиничи,32,0.00001%
Горки Ленинские,32,0.00001%
Аскиз,32,0.00001%
Аксубаево,32,0.00001%
Актогай,32,0.00001%
Абан,31,0.00000%
Семибратово,31,0.00000%
Александровское (Ставропольский край),31,0.00000%
Саракташ,31,0.00000%
Чертково,31,0.00000%
Королевство Саудовская Аравия,31,0.00000%
Успенское (Краснодарский край),31,0.00000%
Берёзовый (Краснодарский край),31,0.00000%
Пышма,31,0.00000%
Макарьев,31,0.00000%
Красавино,31,0.00000%
Ирак,31,0.00000%
Переделкино,31,0.00000%
Вербилки,31,0.00000%
Большой Исток,31,0.00000%
Терек,31,0.00000%
Кандры,31,0.00000%
Духовщина,31,0.00000%
Магдагачи,31,0.00000%
Медведовская,31,0.00000%
Пангоды,31,0.00000%
Залари,31,0.00000%
"Михали (Московская область, городской округ Егорьевск)",31,0.00000%
Сибирцево (Приморский край),31,0.00000%
Актюбинский,31,0.00000%
Новохопёрск,31,0.00000%
Палана,30,0.00000%
Смоленская,30,0.00000%
Новошешминск,30,0.00000%
Сарманово,30,0.00000%
Солигалич,30,0.00000%
Марганец,30,0.00000%
Богатое (Самарская область),30,0.00000%
Красноярский край,30,0.00000%
Кировский (Приморский край),30,0.00000%
Елизаветинская,30,0.00000%
Томмот,30,0.00000%
Бахрейн,30,0.00000%
"Лесной (Московская область, Пушкинский район)",30,0.00000%
Моргауши,30,0.00000%
Мотыгино,30,0.00000%
Черлак (Омская область),30,0.00000%
Немчиновка,30,0.00000%
Федоровский,30,0.00000%
Буздяк,30,0.00000%
Северный,30,0.00000%
Таврическое,30,0.00000%
Первомайский (Тульская область),30,0.00000%
Красный Холм,30,0.00000%
Степное Озеро,30,0.00000%
Новомихайловский,30,0.00000%
Погар,30,0.00000%
Новоивановское,29,0.00000%
Грамотеино,29,0.00000%
Качуг,29,0.00000%
Поповская (Московская область),29,0.00000%
Нижнесортымский,29,0.00000%
Рыбная Слобода,29,0.00000%
Ярково (Тюменская область),29,0.00000%
Красная Горбатка,29,0.00000%
Гиагинская,29,0.00000%
"Починки (Московская область, городской округ Егорьевск)",29,0.00000%
Большое Село,29,0.00000%
Ульяновская область,29,0.00000%
Доброе,29,0.00000%
Днепропетровская область,29,0.00000%
Бабынино (Калужская область),29,0.00000%
Ашукино,29,0.00000%
Ленинское (Новосибирская область),29,0.00000%
Челябинская область,29,0.00000%
Верхоянск,29,0.00000%
Старобалтачево,29,0.00000%
Наволоки,29,0.00000%
Лунинец,29,0.00000%
Гвинея,29,0.00000%
Вейделевка,29,0.00000%
Сосновка (Тамбовская область),29,0.00000%
Львовская область,28,0.00000%
Южный (Краснодарский край),28,0.00000%
Агалатово,28,0.00000%
Знаменка (Тамбовская область),28,0.00000%
Муслюмово,28,0.00000%
Борисоглебский,28,0.00000%
Сольвычегодск,28,0.00000%
Шаркан,28,0.00000%
Витязево,28,0.00000%
Усть-Калманка,28,0.00000%
Первомайское (Республика Крым),28,0.00000%
Каргаполье,28,0.00000%
Яйва,28,0.00000%
Петровское (Ярославская область),28,0.00000%
Столбцы,28,0.00000%
Фёдоровское (Ленинградская область),28,0.00000%
Дубна (Тульская область),28,0.00000%
Берёзово,28,0.00000%
Республика Крым,28,0.00000%
Караидель,28,0.00000%
Ургенч,28,0.00000%
Уральский (Пермский край),28,0.00000%
Грахово,28,0.00000%
Знамя Октября,28,0.00000%
Ямбург (Ямало-Ненецкий АО),28,0.00000%
ЮАР,27,0.00000%
Навля,27,0.00000%
Дивноморское,27,0.00000%
Обухов,27,0.00000%
Комаричи,27,0.00000%
Новосергиевка,27,0.00000%
Черемшан,27,0.00000%
Лиман (Астраханская область),27,0.00000%
Медвежье Озеро,27,0.00000%
Алмалык,27,0.00000%
Екатеринославка (Амурская область),27,0.00000%
Коноша,27,0.00000%
Алтайское,27,0.00000%
Аргун,27,0.00000%
Северо-Курильск,27,0.00000%
Мишкино,27,0.00000%
Локоть,27,0.00000%
Томаровка,27,0.00000%
Родино,27,0.00000%
"Речицы (Московская область, Раменский район)",27,0.00000%
Алабино,27,0.00000%
Булгаково,27,0.00000%
Ильинское (Раменский район),27,0.00000%
Горшечное,27,0.00000%
Рамешки,27,0.00000%
Киясово,27,0.00000%
Довольное,27,0.00000%
Долгоруково,27,0.00000%
Циолковский,27,0.00000%
Куеда,27,0.00000%
Токаревка,27,0.00000%
Варениковская,26,0.00000%
Бангладеш,26,0.00000%
Удмуртская Республика,26,0.00000%
Большие Вязёмы,26,0.00000%
Некрасовское,26,0.00000%
Якшур-Бодья,26,0.00000%
Хатанга,26,0.00000%
Карабаш (Республика Татарстан),26,0.00000%
Первомайский (Оренбургская область),26,0.00000%
Хохряки,26,0.00000%
пгт имени Свердлова,26,0.00000%
Нагорный,26,0.00000%
Гвардейское (Республика Крым),26,0.00000%
Стрельна,26,0.00000%
"Степное (Саратовская область, Советский район)",26,0.00000%
Батырево,26,0.00000%
Климово (Брянская область),26,0.00000%
Чёрное (Московская область),26,0.00000%
Белые Берега,26,0.00000%
Целина,26,0.00000%
Верхний Услон,26,0.00000%
Кез,26,0.00000%
Курская область,26,0.00000%
Преображение,26,0.00000%
Суходол (Самарская область),26,0.00000%
Кромы,26,0.00000%
Кушнаренково,26,0.00000%
Курагино,26,0.00000%
Бердяуш,26,0.00000%
Магистральный,26,0.00000%
Ямайка,26,0.00000%
Дигора,26,0.00000%
Рудня (Волгоградская область),26,0.00000%
Авсюнино,25,0.00000%
Республика Кения,25,0.00000%
Ильинское,25,0.00000%
Ирпень,25,0.00000%
Чухлома,25,0.00000%
Ордынское,25,0.00000%
Пурпе,25,0.00000%
Бессоновка,25,0.00000%
Калинковичи,25,0.00000%
Дубовое,25,0.00000%
Ханты-Мансийский АО - Югра,25,0.00000%
Чердаклы,25,0.00000%
Дедовичи,25,0.00000%
Иваново (Брестская область),25,0.00000%
Комунарка,25,0.00000%
Хомутово (Иркутская область),25,0.00000%
Верховье,25,0.00000%
Арти,25,0.00000%
Князе-Волконское,25,0.00000%
ВНИИССОК,25,0.00000%
Воложин,25,0.00000%
Покровское (Ростовская область),25,0.00000%
Кологрив,25,0.00000%
Сусуман,25,0.00000%
Бохан,25,0.00000%
Ивацевичи,25,0.00000%
Республика Сейшельские острова,25,0.00000%
Измалково,25,0.00000%
Шентала,25,0.00000%
Верхнеднепровский,25,0.00000%
Ангола,25,0.00000%
Оршанка,25,0.00000%
Красноусольский,24,0.00000%
Сокольники,24,0.00000%
Украинка,24,0.00000%
Осиповичи,24,0.00000%
Красногвардейское (Ставропольский край),24,0.00000%
Красносельский (Краснодарский край),24,0.00000%
Тайвань,24,0.00000%
Цхинвал,24,0.00000%
Воронежская (Краснодарский край),24,0.00000%
Полотняный Завод,24,0.00000%
Аскарово,24,0.00000%
"Октябрьская (Крыловский район,Краснодарский край)",24,0.00000%
Макинск,24,0.00000%
Максатиха,24,0.00000%
Толбазы,24,0.00000%
Большие Дворы,24,0.00000%
Токсово,24,0.00000%
Жигалово,24,0.00000%
Косулино (Свердловская область),24,0.00000%
Мангистау,24,0.00000%
Мамоново (Московская область),24,0.00000%
"Мраково (Кугарчинский район, Башкортостан)",24,0.00000%
Октябрьский (Пермский край),24,0.00000%
"Черкизово (Московская область, Пушкинский район)",24,0.00000%
Абрау-Дюрсо,24,0.00000%
Байкалово (Свердловская область),24,0.00000%
Килемары,24,0.00000%
Приволжский,24,0.00000%
Хотынец,24,0.00000%
Большое Буньково,24,0.00000%
Индустриальный (Краснодарский край),24,0.00000%
Николаевка (Ульяновская область),24,0.00000%
Аннино (Ленинградская область),24,0.00000%
Выгоничи,24,0.00000%
Надвоицы,24,0.00000%
"Красная Горка (Нуримановский район, Башкортостан)",23,0.00000%
Каменец,23,0.00000%
Малино,23,0.00000%
Ахангаран,23,0.00000%
Есик,23,0.00000%
Чувашская Республика,23,0.00000%
Даниловка,23,0.00000%
Ровеньки (Белгородская область),23,0.00000%
Александровка,23,0.00000%
Албания,23,0.00000%
"Акъяр (Хайбуллинский район, Башкортостан)",23,0.00000%
Кадников,23,0.00000%
Холмская,23,0.00000%
Старокорсунская,23,0.00000%
Прибрежный,23,0.00000%
Волово,23,0.00000%
Вознесенская (Краснодарский край),23,0.00000%
Глазуновка,23,0.00000%
Верхние Татышлы,23,0.00000%
Верх-Тула,23,0.00000%
Ладожская,23,0.00000%
Бежаницы,23,0.00000%
Татищево (Саратовская область),23,0.00000%
Волот (Новгородская область),23,0.00000%
Пирогово,23,0.00000%
Васильков,23,0.00000%
Поварово,23,0.00000%
Козулька,23,0.00000%
Октябрьское,23,0.00000%
Малояз,23,0.00000%
Белогорск (Кемеровская область),23,0.00000%
Большие Кайбицы,23,0.00000%
Новобурейский,23,0.00000%
Дмитровский Погост,23,0.00000%
Вынгапуровский,23,0.00000%
Яр,23,0.00000%
Городок (Витебская область),23,0.00000%
Тальменка,23,0.00000%
Вилейка,23,0.00000%
Шипуново,22,0.00000%
Сиверский,22,0.00000%
Девица (Семилукский район),22,0.00000%
Богандинский,22,0.00000%
Атбасар,22,0.00000%
Челно-Вершины,22,0.00000%
Нижние Вязовые,22,0.00000%
Енотаевка,22,0.00000%
Каракулино,22,0.00000%
Карымское,22,0.00000%
Лоухи,22,0.00000%
Поспелиха,22,0.00000%
Константиновский,22,0.00000%
Новый Ургал,22,0.00000%
Петровская,22,0.00000%
Плес,22,0.00000%
Сылва (Пермский край),22,0.00000%
Стрелецкое,22,0.00000%
Тугулым,22,0.00000%
Македония,22,0.00000%
Тахтамукай,22,0.00000%
Первомайское (Ленинградская область),22,0.00000%
Томари,22,0.00000%
Лапино,22,0.00000%
Белый,22,0.00000%
Борское (Самарская область),22,0.00000%
Дагестанские Огни,22,0.00000%
Анастасиевская,22,0.00000%
Андорра,22,0.00000%
Люксембург,22,0.00000%
Геническ,22,0.00000%
Новая Игирма,22,0.00000%
Часцы,22,0.00000%
Жетысай,22,0.00000%
Ишеевка (Ульяновская область),22,0.00000%
Брейтово,22,0.00000%
Республика Конго,22,0.00000%
Сенной (Краснодарский край),22,0.00000%
Красноармейское (Самарская область),22,0.00000%
Габала,21,0.00000%
Знаменский,21,0.00000%
Александровка (Ростовская область),21,0.00000%
Александровская (Краснодарский край),21,0.00000%
Ибреси,21,0.00000%
